,id,year_birth,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box,education_enc,marital_status_enc
0,5524,1957,0.2356958367620591,0,0,0.3070392634922745,635,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,2.0111158731178413,635.0,14.026739533392124,2,1
1,2174,1954,-0.235454185332179,1,1,-0.383664176349749,11,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.1304634715292342,-0.8452740971923307,11.0,3.141177513258352,2,1
2,4141,1965,0.7739989186443602,0,0,-0.7980862402549632,426,0.570804023473423,-0.1770323392372617,1.3452742562284872,-0.1469047235441353,-0.038766067581813,-0.6858866249126978,1.409303937080072,-0.2265407451799197,1.2952370491768512,-0.5426470769248403,0.1423389981323042,426.0,12.485974798217711,2,1
3,6182,1984,-1.0223554177564882,1,0,-0.7980862402549632,11,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.5507847897348009,0.2817201338663717,-0.7683940358796346,11.0,3.141177513258352,2,1
4,5324,1981,0.2418878202642303,1,0,1.550305455207917,173,0.4199158761280105,-0.2169144682268826,0.1551639063936456,-0.0015251871010767,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.1156381281869179,0.0645558232357498,-0.1304634715292342,-0.1563104708131692,173.0,9.459458016185025,3,1
5,7446,1967,0.4104695646459231,0,1,-1.143437960175975,520,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.3619236540065697,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,-0.3130275188736652,520.0,13.238975728478811,2,1
6,965,1971,0.1357052902721593,0,1,-0.5218048643181538,235,0.9731724163945228,-0.0130724756132645,0.228401466383482,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.1156381281869179,0.3722261297210252,0.2817201338663717,0.1571236253078227,235.0,10.422822683089166,2,1
7,6177,1985,-0.7503875230288662,1,0,-0.5908752083023561,76,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.0305322403700358,-0.9108984919135952,-0.5507847897348009,1.1060873446575836,-0.6175908386893461,76.0,7.166556190957035,3,1
8,4855,1974,-0.8743470379142674,1,0,-1.0398324441996714,14,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135952,-1.1661254027053516,1.5182709500531897,-0.7979632902306716,14.0,3.55661921042866,3,1
9,5899,1950,-1.861189415037717,1,1,0.6523909834132863,28,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.7814660156759023,6.052290609404856,-0.8304894700168123,28.0,4.878483258254172,3,1
10,1994,1983,-0.0342147215116156,1,0,-1.3161138201364808,5,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.1661254027053516,0.6939037392619777,-0.8511879480625382,5.0,1.924481875698841,2,1
11,387,1976,-1.7872051992569362,0,0,0.3415744354843757,6,-0.2590807869263454,-0.6910686684368205,-0.4856647435174229,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,1.1060873446575836,-0.7299540052232866,6.0,2.187707098193626,0,1
12,2125,1959,0.431242670588691,0,0,1.1358833913027029,194,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.2688459740952009,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160525,1.7923033909201675,194.0,9.812359298318894,2,1
13,8180,1952,0.2842729460436085,1,1,0.1343634035317686,233,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.2431144832495255,0.2817201338663717,-0.6649016456510052,233.0,10.39506714931303,2,1
14,2569,1987,-1.39479323834192,0,0,-0.383664176349749,3,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-0.8584550962200763,1.1060873446575836,-0.7654371104445309,3.0,1.2398505612761228,2,1
15,2114,1946,1.220900334378483,0,0,-0.9016917562312668,1006,-0.108192639580933,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.0187539090465339,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,0.0211050552930526,1006.0,15.975492134704236,3,1
16,9736,1980,-0.4149817586144841,1,1,0.0652930595475662,53,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.3407441054682134,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135952,-0.8584550962200763,1.1060873446575836,-0.7654371104445309,53.0,6.28321429426158,2,1
