,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
0,5524,1957,Graduation,Single,0.23569583676205916,0,0,0.30703926349227456,635,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,2.0111158731178413,635.0,14.026739533392124
1,2174,1954,Graduation,Single,-0.235454185332179,1,1,-0.38366417634974903,11,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,-0.8452740971923307,11.0,3.141177513258352
2,4141,1965,Graduation,Together,0.7739989186443602,0,0,-0.7980862402549632,426,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,0.1423389981323042,426.0,12.485974798217711
3,6182,1984,Graduation,Together,-1.0223554177564882,1,0,-0.7980862402549632,11,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,-0.7683940358796346,11.0,3.141177513258352
4,5324,1981,PhD,Married,0.24188782026423034,1,0,1.550305455207917,173,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,-0.15631047081316923,173.0,9.459458016185025
5,7446,1967,Master,Together,0.41046956464592316,0,1,-1.143437960175975,520,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,-0.3130275188736652,520.0,13.238975728478811
6,965,1971,Graduation,Divorced,0.13570529027215936,0,1,-0.5218048643181538,235,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,0.1571236253078227,235.0,10.422822683089166
7,6177,1985,PhD,Married,-0.7503875230288662,1,0,-0.5908752083023561,76,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,-0.6175908386893461,76.0,7.166556190957035
8,4855,1974,PhD,Together,-0.8743470379142674,1,0,-1.0398324441996714,14,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,-0.7979632902306716,14.0,3.55661921042866
9,5899,1950,PhD,Together,-1.861189415037717,1,1,0.6523909834132863,28,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,-0.8304894700168123,28.0,4.878483258254172
10,1994,1983,Graduation,Married,-0.0342147215116156,1,0,-1.3161138201364808,5,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,0.6939037392619777,-0.8511879480625382,5.0,1.9244818756988415
11,387,1976,Basic,Married,-1.7872051992569362,0,0,0.3415744354843757,6,-0.25908078692634545,-0.6910686684368205,-0.48566474351742295,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.7299540052232866,6.0,2.187707098193626
12,2125,1959,Graduation,Divorced,0.431242670588691,0,0,1.1358833913027029,194,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.26884597409520095,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160523,1.7923033909201675,194.0,9.812359298318894
13,8180,1952,Master,Divorced,0.28427294604360853,1,1,0.13436340353176865,233,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.24311448324952553,0.2817201338663717,-0.6649016456510052,233.0,10.39506714931303
14,2569,1987,Graduation,Married,-1.39479323834192,0,0,-0.38366417634974903,3,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.7654371104445309,3.0,1.2398505612761228
15,2114,1946,PhD,Single,1.220900334378483,0,0,-0.9016917562312667,1006,-0.10819263958093302,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.018753909046533936,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,0.021105055293052608,1006.0,15.975492134704236
16,9736,1980,Graduation,Married,-0.4149817586144841,1,1,0.06529305954756628,53,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.34074410546821343,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.7654371104445309,53.0,6.28321429426158
17,4939,1946,Graduation,Together,-0.578370226510485,0,0,-1.0052972722075701,84,-0.5357090570596016,-0.5714222814679576,2.059340466129392,-0.3649740282087232,-0.3071926251807656,-0.1682363419597184,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.6939037392619777,-0.20362127777482839,84.0,7.424275230965478
18,6565,1949,Master,Married,0.9890005651520074,0,1,1.4466999392316133,1012,1.350392784758054,1.4669976446682234,-0.6870680334894731,-0.26805433724668415,2.5304595551510185,-0.1682363419597184,2.489181070167653,0.4578170015537556,0.987566742691576,-0.13046347152923427,1.384247680875857,1012.0,16.001966545519807
19,2278,1985,2n Cycle,Single,-0.7360860385528838,1,0,1.2740240792711075,4,-0.23393276236877672,-0.655617887112713,-0.13778633356570003,-0.07421495532260604,-0.09628604421016002,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.2817201338663717,-0.5111415230256129,4.0,1.6161077062721738
20,9360,1982,Graduation,Married,-0.6071329885850866,0,0,-0.2800586603734455,86,-0.6111531307323078,-0.4163251131749873,0.5762798763352049,0.26500396304453067,0.07627388567488091,-0.6858866249126978,-0.03053224037003586,-0.22654074517991973,-0.24311448324952553,1.1060873446575836,-0.2124920540801395,86.0,7.485680103106322
21,5376,1979,Graduation,Married,-1.9890638614277167,1,0,-0.24552348838134433,1,-0.6363011552898765,6.90426123025321,-0.668758643492014,-0.6315031783543306,-0.8248724148358884,6.561217336429014,-1.4703684178201437,8.67010996235786,-1.7814660156759023,-1.779197893111658,4.219939173140303,1.0,0.0
22,1993,1949,PhD,Married,0.2544315803912094,0,1,0.47971512345278045,867,-0.6614491798474453,-0.35871759352331267,-0.6870680334894731,-0.6557331010948404,-0.4797525550658065,0.349413940993261,-0.7504503290950897,0.11563812818691793,0.987566742691576,1.1060873446575836,-0.5821077334681016,867.0,15.324404534606662
23,4047,1954,PhD,Married,0.522764181578847,0,1,-1.696000712049594,384,-0.6614491798474453,-0.28781603087509766,-0.3025708435428319,0.11962442660147207,-0.7481791126647591,0.349413940993261,0.689385848355018,-0.22654074517991973,0.987566742691576,-0.5426470769248403,-0.4194768345373983,384.0,12.10662641585141
24,1409,1951,Graduation,Together,-0.4613617124597792,0,1,0.6869261554053875,270,-0.5860051061747391,-0.6201671057886055,0.026998176411431898,-0.5103535646517818,1.0541134883567795,2.4200150728051786,1.049344892717545,-0.5687196185467573,-0.24311448324952553,1.1060873446575836,-0.37807987844594654,270.0,10.880924906446502
25,7892,1969,Graduation,Single,-1.344218715027412,0,0,1.3776295952474111,6,-0.5608570816171703,-0.6290298011196324,-0.41242718352758656,-0.3649740282087232,-0.5947925083225005,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.6939037392619777,-0.6885570491318348,6.0,2.187707098193626
26,2404,1976,Graduation,Married,0.044783003491890926,1,1,-1.557860024081189,173,-0.5608570816171703,-0.6068730627920651,-0.6321398634970958,-0.5103535646517818,-0.05793939312459537,0.8670642239462404,0.3294268039924911,-0.5687196185467573,-0.5507847897348009,0.6939037392619777,-0.6442031676052793,173.0,9.459458016185025
27,5255,1986,Graduation,Single,-0.0342147215116156,1,0,-1.0398324441996714,5,-0.6363011552898765,-0.726519449760928,-0.6321398634970958,5.716736579659227,6.096698106108531,-1.203536907865677,8.248525779968084,-0.9108984919135951,-1.7814660156759023,-1.779197893111658,0.9761919708315469,5.0,1.9244818756988415
28,9422,1989,Graduation,Married,-0.5544012581149836,1,0,-0.7980862402549632,36,-0.6111531307323078,-0.5536968908059039,-0.32088023354029105,-0.14690472354413533,-0.6523124849508475,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,-0.9548306823204462,-0.6116769878191386,36.0,5.408765242582039
29,1966,1965,PhD,Married,1.293526308616852,0,0,1.6193757991921194,684,1.8533532759094284,2.8096959873187943,-0.3025708435428319,0.943441799778804,-0.8440457403786708,-0.6858866249126978,0.689385848355018,2.1687113683879438,1.2952370491768512,-1.3670142877160523,2.0288574257284635,684.0,14.32860486981564
30,6864,1989,Master,Divorced,-1.6482251308436877,0,0,-0.5218048643181538,8,-0.5608570816171703,-0.6955000161023339,-0.6504492534945548,-0.6072732556138208,-0.7673524382075414,-0.1682363419597184,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,-0.13046347152923427,-0.8275325445817086,8.0,2.6247053095507065
31,3033,1963,Master,Together,-0.5440147051435997,0,0,0.2379689195080722,112,-0.23393276236877672,-0.544834195474877,-0.06454877357586361,-0.12267480080362557,0.8623802329289563,-0.6858866249126978,-0.7504503290950897,0.7999958749205932,-0.8584550962200763,-0.9548306823204462,-0.28345826452262823,112.0,8.196846095005998
32,5710,1970,Graduation,Together,-0.466994420032722,0,1,-0.6254103802944573,110,-0.6614491798474453,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7865257637503237,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,-0.13046347152923427,-0.863015649802953,110.0,8.14703596909216
33,7373,1952,PhD,Divorced,-0.22482794267684006,0,2,-1.4197193361127844,96,-0.35967288515662044,-0.3144041168681783,-0.08285816357332272,-0.12267480080362557,-0.019592742039030716,1.9023647898521991,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.2817201338663717,-0.28345826452262823,96.0,7.776911475876402
34,8755,1946,Master,Married,0.655911801015857,0,0,-1.557860024081189,482,0.19358365510989187,1.3473512576993605,1.4917493762081602,0.9919016452598236,-0.42223257843745954,-0.6858866249126978,-0.3904912847325628,0.7999958749205932,0.987566742691576,0.6939037392619777,1.2186598565100502,482.0,12.94856729791655
35,10738,1951,Master,Single,-0.11381167072500967,1,1,0.20343374751597101,40,-0.6614491798474453,-0.655617887112713,-0.6504492534945548,-0.6315031783543306,-0.7865257637503237,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,0.6939037392619777,-0.8186617682763975,40.0,5.639783201220357
36,4339,1970,PhD,Married,0.6038192430363007,0,1,-0.4181993483418502,702,-0.23393276236877672,-0.07067999526493927,-0.6870680334894731,-0.4618937191707623,-0.1729793463812893,1.3847145068992197,0.3294268039924911,1.142174748287431,1.910577662147402,-1.3670142877160523,-0.26867363734710975,702.0,14.4352385766893
37,10755,1976,2n Cycle,Married,-1.1393239835265347,1,0,0.9286723593500957,6,-0.5860051061747391,-0.6777746254402801,-0.41242718352758656,-0.486123641911272,-0.153806020838507,0.349413940993261,-0.3904912847325628,-0.5687196185467573,-1.1661254027053516,0.6939037392619777,-0.6708154965212126,6.0,2.187707098193626
38,8595,1973,Graduation,Widow,-0.39185170411282527,0,1,1.7229813151684228,55,-0.6614491798474453,-0.7132254067643876,-0.6504492534945548,-0.6557331010948404,-0.7673524382075414,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-0.8584550962200763,-0.13046347152923427,-0.8571017989327455,55.0,6.370855697644155
39,2968,1943,PhD,Divorced,-0.13142886249570315,0,0,0.13436340353176865,437,-0.46026498338689537,0.17304412633829977,2.2424343661039834,0.5315331131901381,-0.03876606758181304,-0.1682363419597184,1.049344892717545,2.5108902417547814,-0.24311448324952553,0.2817201338663717,0.4823854231692294,437.0,12.580455435868718
